,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
84024,magnat,magna,NOM,1,0.96,0.83,1.42,1.28,CVCCV,CVCCVC,2,6
84379,malaise,malEz,ADJ,1,0.41,0.38,1.42,1.42,CVCVC,CVCVVCV,2,7
84662,mammaire,mamER,ADJ,1,0.58,0.2,0.14,0.07,CVCVC,CVCCVVCV,2,8
84676,mamours,mamuR,NOM,1,0.46,0.46,0.47,0.47,CVCVC,CVCVVCC,2,7
85114,mantra,m@tRa,NOM,1,0.34,0.34,0.07,0.07,CVCCV,CVCCCV,2,6
85428,margot,maRgo,NOM,1,1.17,1.17,0.0,0.0,CVCCV,CVCCVC,2,6
85574,marlin,maRl5,NOM,1,0.5,0.5,0.0,0.0,CVCCV,CVCCVC,2,6
85673,marquant,maRk@,ADJ,1,0.56,0.22,1.49,0.68,CVCCV,CVCCVVCC,2,8
85837,martin,maRt5,NOM,1,1.69,0.08,0.07,0.0,CVCCV,CVCCVC,2,6
85989,masseur,mas9R,NOM,1,1.94,0.7,1.69,1.15,CVCVC,CVCCVVC,2,7
86172,mateur,mat9R,NOM,1,0.37,0.11,0.27,0.07,CVCVC,CVCVVC,2,6
86209,mâtine,matin,NOM,1,0.57,0.0,1.22,0.14,CVCVC,CVCVCV,2,6
86293,mature,matyR,ADJ,1,1.83,1.65,0.0,0.0,CVCVC,CVCVCV,2,6
86374,maxi,maksi,ADJ,1,1.71,1.71,0.27,0.27,CVCCV,CVCV,2,4
86375,maxi,maksi,NOM,1,0.58,0.54,0.95,0.95,CVCCV,CVCV,2,4
86409,mazette,mazEt,ONO,1,0.32,0.32,0.81,0.81,CVCVC,CVCVCCV,2,7
86449,mécène,mesEn,NOM,1,0.82,0.69,1.89,1.49,CVCVC,CVCVCV,2,6
86615,médire,mediR,VER,1,0.35,0.11,1.15,0.41,CVCVC,CVCVCV,2,6
86678,médoc,medOk,NOM,1,1.48,0.19,1.35,0.14,CVCVC,CVCVC,2,5
86838,mélasse,melas,NOM,1,1.31,1.31,1.42,1.42,CVCVC,CVCVCCV,2,7
87104,menhir,meniR,NOM,1,0.41,0.41,0.68,0.2,CVCVC,CVCCVC,2,6
87170,mental,m@tal,NOM,1,1.21,1.21,0.74,0.74,CVCVC,CVCCVC,2,6
87195,menthol,m@tOl,NOM,1,0.44,0.36,0.41,0.34,CVCVC,CVCCCVC,2,7
87248,mentor,m5tOR,NOM,1,1.72,1.62,0.74,0.61,CVCVC,CVCCVC,2,6
87449,merlot,mERlo,NOM,1,1.9,1.9,0.0,0.0,CVCCV,CVCCVC,2,6
87537,messer,mes9R,NOM,1,1.5,1.5,0.95,0.95,CVCVC,CVCCVC,2,6
87691,méthane,metan,NOM,1,0.7,0.7,0.2,0.2,CVCVC,CVCCVCV,2,7
87717,métis,metis,ADJ,1,0.56,0.34,0.95,0.41,CVCVC,CVCVC,2,5
87800,meublé,m9ble,NOM,1,0.31,0.3,1.89,1.28,CVCCV,CVVCCV,2,6
88061,micron,mikR§,NOM,1,0.74,0.24,0.27,0.2,CVCCV,CVCCVC,2,6
88234,migrer,migRe,VER,1,0.83,0.44,0.14,0.0,CVCCV,CVCCVC,2,6
88519,mincir,m5siR,VER,1,0.55,0.32,0.2,0.0,CVCVC,CVCCVC,2,6
88932,mitaine,mitEn,NOM,1,0.32,0.06,0.95,0.07,CVCVC,CVCVVCV,2,7
89060,mixer,mikse,VER,1,1.11,0.78,0.27,0.0,CVCCV,CVCVC,2,5
89163,model,modEl,NOM,1,0.99,0.99,0.0,0.0,CVCVC,CVCVC,2,5
89164,modem,modEm,NOM,1,0.43,0.37,0.0,0.0,CVCVC,CVCVC,2,5
89258,modique,modik,ADJ,1,0.33,0.32,0.95,0.74,CVCVC,CVCVCVV,2,7
89403,molaire,molER,NOM,1,0.96,0.4,1.76,0.74,CVCVC,CVCVVCV,2,7
89433,molette,molEt,NOM,1,0.43,0.42,1.01,0.88,CVCVC,CVCVCCV,2,7
89486,molosse,molOs,NOM,1,0.54,0.24,1.76,0.74,CVCVC,CVCVCCV,2,7
89596,mongol,m§gOl,NOM,1,0.69,0.21,1.69,1.22,CVCVC,CVCCVC,2,6
89824,monteur,m§t9R,NOM,1,1.46,1.07,0.68,0.27,CVCVC,CVCCVVC,2,7
90031,mordant,mORd@,NOM,1,0.6,0.6,1.49,1.49,CVCCV,CVCCVCC,2,7
90093,mordu,mORdy,ADJ,1,1.16,0.89,1.55,0.68,CVCCV,CVCCV,2,5
90180,mormon,mORm§,ADJ,1,0.44,0.24,0.14,0.07,CVCCV,CVCCVC,2,6
90181,mormon,mORm§,NOM,1,0.75,0.18,0.14,0.0,CVCCV,CVCCVC,2,6
90387,motus,motys,ONO,1,0.88,0.88,1.01,1.01,CVCVC,CVCVC,2,5
90410,mouchard,muSaR,ADJ,1,0.8,0.76,0.54,0.41,CVCVC,CVVCCVCC,2,8
90520,moujik,muZik,NOM,1,0.8,0.3,1.15,0.54,CVCVC,CVVCVC,2,6
90526,moulage,mulaZ,NOM,1,0.8,0.53,1.15,0.54,CVCVC,CVVCVCV,2,7
90584,moumoute,mumut,NOM,1,0.87,0.86,0.61,0.47,CVCVC,CVVCVVCV,2,8
90641,mousquet,muskE,NOM,1,1.31,0.48,0.95,0.54,CVCCV,CVVCCVVC,2,8
90785,mucus,mykys,NOM,1,0.38,0.38,0.2,0.2,CVCVC,CVCVC,2,5
91021,murène,myREn,NOM,1,0.56,0.41,0.47,0.2,CVCVC,CVCVCV,2,6
91122,muscat,myska,NOM,1,0.36,0.36,1.28,1.15,CVCCV,CVCCVC,2,6
91337,mycose,mikoz,NOM,1,0.73,0.73,0.0,0.0,CVCVC,CVCVCV,2,6
91345,mylord,milOR,NOM,1,0.97,0.97,0.14,0.14,CVCVC,CVCVCC,2,6
91427,nabab,nabab,NOM,1,0.72,0.55,0.68,0.54,CVCVC,CVCVC,2,5
91710,nasique,nazik,NOM,1,0.5,0.5,0.0,0.0,CVCVC,CVCVCVV,2,7
91723,natif,natif,NOM,1,0.52,0.16,0.68,0.41,CVCVC,CVCVC,2,5
91996,nécro,nekRo,NOM,1,0.35,0.25,0.07,0.07,CVCCV,CVCCV,2,5
92266,nerver,n2Rve,VER,1,0.35,0.02,0.07,0.0,CVCCV,CVCCVC,2,6
92352,neural,n2Ral,ADJ,1,1.21,0.79,0.0,0.0,CVCVC,CVVCVC,2,6
92382,neurone,n2Ron,NOM,1,1.77,0.38,1.15,0.07,CVCVC,CVVCVCV,2,7
92430,neutron,n2tR§,NOM,1,0.68,0.46,0.54,0.14,CVCCV,CVVCCVC,2,7
92433,neuvaine,n9vEn,NOM,1,0.38,0.14,0.61,0.14,CVCVC,CVVCVVCV,2,8
92495,nibard,nibaR,NOM,1,1.6,0.13,0.68,0.07,CVCVC,CVCVCC,2,6
92539,nickel,nikEl,NOM,1,1.5,1.41,1.55,1.22,CVCVC,CVCCVC,2,6
92745,nocif,nosif,ADJ,1,1.53,0.56,1.69,0.74,CVCVC,CVCVC,2,5
92763,nodule,nodyl,NOM,1,0.43,0.12,0.0,0.0,CVCVC,CVCVCV,2,6
93335,novice,novis,ADJ,1,1.29,1.04,1.15,0.81,CVCVC,CVCVCV,2,6
93409,nubile,nybil,ADJ,1,0.31,0.25,0.54,0.34,CVCVC,CVCVCV,2,6
93473,nullard,nylaR,NOM,1,0.51,0.2,0.2,0.07,CVCVC,CVCCVCC,2,7
93538,nunuche,nynyS,ADJ,1,0.51,0.35,0.0,0.0,CVCVC,CVCVCCV,2,7
96675,panade,panad,NOM,1,0.96,0.96,1.22,0.95,CVCVC,CVCVCV,2,6
96739,panic,panik,NOM,1,0.46,0.46,0.0,0.0,CVCVC,CVCVC,2,5
96898,papal,papal,ADJ,1,0.41,0.02,0.68,0.27,CVCVC,CVCVC,2,5
96931,papesse,papEs,NOM,1,0.39,0.39,0.14,0.14,CVCVC,CVCVCCV,2,7
97713,parpaing,paRp5,NOM,1,0.64,0.22,1.42,0.2,CVCCV,CVCCVVCC,2,8
97824,partant,paRt@,NOM,1,0.41,0.11,1.35,0.68,CVCCV,CVCCVCC,2,7
97980,party,paRti,NOM,1,1.54,1.54,0.81,0.81,CVCCV,CVCCV,2,5
98057,passade,pasad,NOM,1,0.82,0.72,1.28,0.95,CVCVC,CVCCVCV,2,7
98163,passif,pasif,NOM,1,0.7,0.63,0.47,0.47,CVCVC,CVCCVC,2,6
98343,pater,patER,NOM,1,0.56,0.56,1.62,1.62,CVCVC,CVCVC,2,5
98363,pathos,patos,NOM,1,0.38,0.38,0.68,0.68,CVCVC,CVCCVC,2,6
98834,pécheur,peS9R,ADJ,1,1.75,0.62,1.55,0.74,CVCVC,CVCCVVC,2,7
98847,pécore,pekOR,NOM,1,0.62,0.49,1.01,0.61,CVCVC,CVCVCV,2,6
99485,penthouse,p@tuz,NOM,1,0.9,0.9,0.0,0.0,CVCVC,CVCCCVVCV,2,9
99500,people,pip9l,NOM,1,0.52,0.52,0.41,0.41,CVCVC,CVVCCV,2,6
99663,perçu,pERsy,ADJ,1,0.31,0.09,1.35,0.47,CVCCV,CVCCV,2,5
99697,perdant,pERd@,ADJ,1,1.87,1.07,1.42,1.01,CVCCV,CVCCVCC,2,7
100800,phallique,falik,ADJ,1,0.43,0.38,1.08,0.95,CVCVC,CCVCCVCVV,2,9
100812,phallus,falys,NOM,1,0.44,0.44,1.42,1.42,CVCVC,CCVCCVC,2,7
101297,picsou,piksu,NOM,1,0.43,0.43,0.0,0.0,CVCCV,CVCCVV,2,6
101500,pigment,pigm@,NOM,1,0.35,0.07,0.61,0.34,CVCCV,CVCCVCC,2,7
101629,pimbêche,p5bES,NOM,1,0.45,0.42,0.47,0.34,CVCVC,CVCCVCCV,2,8
101835,pipette,pipEt,NOM,1,0.55,0.54,0.68,0.54,CVCVC,CVCVCCV,2,7
101914,piquette,pikEt,NOM,1,0.99,0.99,1.15,1.08,CVCVC,CVCVVCCV,2,8
101916,piqueur,pik9R,ADJ,1,0.76,0.61,0.61,0.54,CVCVC,CVCVVVC,2,7
101917,piqueur,pik9R,NOM,1,0.32,0.18,1.35,0.34,CVCVC,CVCVVVC,2,7
102023,pisseur,pis9R,NOM,1,0.66,0.25,0.88,0.14,CVCVC,CVCCVVC,2,7
102057,pister,piste,VER,1,1.9,0.76,1.28,0.47,CVCCV,CVCCVC,2,6
102089,pistou,pistu,NOM,1,0.38,0.38,0.0,0.0,CVCCV,CVCCVV,2,6
103206,pochard,poSaR,NOM,1,0.73,0.49,1.01,0.54,CVCVC,CVCCVCC,2,7
103527,polack,polak,NOM,1,1.48,1.37,0.0,0.0,CVCVC,CVCVCC,2,6
103558,polar,polaR,NOM,1,0.86,0.23,1.49,1.08,CVCVC,CVCVC,2,5
103674,pollen,polEn,NOM,1,1.37,1.2,1.89,1.82,CVCVC,CVCCVC,2,6
103781,polype,polip,NOM,1,0.32,0.23,0.74,0.54,CVCVC,CVCVCV,2,6
103858,pompage,p§paZ,NOM,1,0.35,0.35,0.14,0.14,CVCVC,CVCCVCV,2,7
103882,pompette,p§pEt,ADJ,1,1.21,1.21,0.41,0.41,CVCVC,CVCCVCCV,2,8
103931,poncho,p§tSo,NOM,1,1.04,1.0,0.2,0.2,CVCCV,CVCCCV,2,6
104010,pontage,p§taZ,NOM,1,0.65,0.6,0.07,0.07,CVCVC,CVCCVCV,2,7
104103,porcher,pORSe,NOM,1,1.48,1.46,0.0,0.0,CVCCV,CVCCCVC,2,7
104363,poseur,poz9R,ADJ,1,0.33,0.22,0.47,0.14,CVCVC,CVCVVC,2,6
104364,poseur,poz9R,NOM,1,0.96,0.67,0.95,0.74,CVCVC,CVCVVC,2,6
104484,posté,pOste,ADJ,1,0.34,0.1,1.01,0.34,CVCCV,CVCCV,2,5
104502,poster,pOste,ADJ,1,0.82,0.81,0.34,0.27,CVCCV,CVCCVC,2,6
104651,potiche,potiS,NOM,1,0.64,0.55,1.15,0.61,CVCVC,CVCVCCV,2,7
104685,poucette,pusEt,NOM,1,1.18,0.76,0.0,0.0,CVCVC,CVVCVCCV,2,8
104826,pourceau,puRso,NOM,1,0.74,0.3,0.95,0.34,CVCCV,CVVCCVVV,2,8
104831,pourcent,puRs@,NOM,1,0.45,0.35,0.0,0.0,CVCCV,CVVCCVCC,2,8
104865,pourim,puRim,NOM,1,0.68,0.68,0.27,0.27,CVCVC,CVVCVC,2,6
108262,pubis,pybis,NOM,1,0.59,0.59,1.15,1.15,CVCVC,CVCVC,2,5
108474,pulser,pylse,VER,1,0.51,0.11,0.61,0.07,CVCCV,CVCCVC,2,6
108731,pygmée,pigme,NOM,1,0.58,0.28,0.47,0.0,CVCCV,CVCCVV,2,6
108736,pylône,pilon,NOM,1,0.36,0.31,1.96,0.88,CVCVC,CVCVCV,2,6
108948,quarter,kaRte,VER,1,0.44,0.44,0.0,0.0,CVCCV,CVVCCVC,2,7
109129,quérir,keRiR,VER,1,0.65,0.65,1.76,1.76,CVCVC,CVVCVC,2,6
109245,quinine,kinin,NOM,1,0.54,0.54,0.95,0.95,CVCVC,CVVCVCV,2,7
109260,quintal,k5tal,NOM,1,0.56,0.19,1.01,0.68,CVCVC,CVVCCVC,2,7
109306,quittance,kit@s,NOM,1,0.55,0.4,1.15,0.54,CVCVC,CVVCCVCCV,2,9
109354,quorum,koROm,NOM,1,0.67,0.67,0.2,0.2,CVCVC,CVVCVC,2,6
109575,raccord,RakOR,NOM,1,1.02,0.81,1.28,0.68,CVCVC,CVCCVCC,2,7
110363,râleur,Ral9R,ADJ,1,0.33,0.12,0.47,0.2,CVCVC,CVCVVC,2,6
110364,râleur,Ral9R,NOM,1,0.48,0.34,0.47,0.14,CVCVC,CVCVVC,2,6
110689,rancart,R@kaR,NOM,1,0.82,0.76,1.76,1.62,CVCVC,CVCCVCC,2,7
110697,rancho,R@tSo,NOM,1,0.87,0.87,0.0,0.0,CVCCV,CVCCCV,2,6
110812,rapace,Rapas,ADJ,1,0.95,0.86,1.28,0.47,CVCVC,CVCVCV,2,6
110950,rappeur,Rap9R,NOM,1,1.01,0.65,0.0,0.0,CVCVC,CVCCVVC,2,7
111089,rasage,RazaZ,NOM,1,0.95,0.83,0.41,0.41,CVCVC,CVCVCV,2,6
111125,raseur,Raz9R,NOM,1,0.65,0.46,1.15,0.47,CVCVC,CVCVVC,2,6
111262,rasta,Rasta,NOM,1,0.43,0.32,0.34,0.2,CVCCV,CVCCV,2,5
111265,ratage,RataZ,NOM,1,0.63,0.16,1.01,0.68,CVCVC,CVCVCV,2,6
114726,régate,Regat,NOM,1,1.13,0.93,0.81,0.41,CVCVC,CVCVCV,2,6
115744,remake,RimEk,NOM,1,0.66,0.66,0.54,0.54,CVCVC,CVCVCV,2,6
116365,rénal,Renal,ADJ,1,1.57,0.32,0.47,0.14,CVCVC,CVCVC,2,5
116917,rentré,R@tRe,NOM,1,0.81,0.34,0.41,0.2,CVCCV,CVCCCV,2,6
119485,rétro,RetRo,ADJ,1,1.12,1.12,0.81,0.81,CVCCV,CVCCV,2,5
120279,rhésus,Rezys,NOM,1,0.37,0.37,0.14,0.14,CVCVC,CCVCVC,2,6
120611,rinçage,R5saZ,NOM,1,0.43,0.28,0.74,0.68,CVCVC,CVCCVCV,2,7
120701,ripper,Rip9R,NOM,1,0.31,0.31,0.0,0.0,CVCVC,CVCCVC,2,6
120723,risette,RizEt,NOM,1,0.75,0.7,1.08,0.81,CVCVC,CVCVCCV,2,7
120876,robert,RobER,NOM,1,1.51,1.44,1.49,0.27,CVCVC,CVCVCC,2,6
120917,rochelle,RoSEl,NOM,1,0.74,0.74,0.0,0.0,CVCVC,CVCCVCCV,2,8
120931,rocket,RokEt,NOM,1,1.4,1.04,0.07,0.07,CVCVC,CVCCVC,2,6
120949,rodage,RodaZ,NOM,1,0.32,0.32,0.41,0.34,CVCVC,CVCVCV,2,6
121014,rognure,RoNyR,NOM,1,0.35,0.16,0.74,0.2,CVCVC,CVCCVCV,2,7
121041,roller,ROl9R,NOM,1,1.41,0.88,0.0,0.0,CVCVC,CVCCVC,2,6
121296,roquette,RokEt,NOM,1,1.68,0.91,1.01,0.74,CVCVC,CVCVVCCV,2,8
121303,rosaire,RozER,NOM,1,1.54,1.33,0.74,0.61,CVCVC,CVCVVCV,2,7
121305,rosales,Rozal,NOM,1,0.36,0.36,0.0,0.0,CVCVC,CVCVCVC,2,7
121457,rotor,RotOR,NOM,1,0.37,0.31,0.41,0.41,CVCVC,CVCVC,2,5
121466,rotule,Rotyl,NOM,1,1.29,0.57,1.76,0.61,CVCVC,CVCVCV,2,6
121558,rougeole,RuZOl,NOM,1,1.27,1.27,1.69,1.69,CVCVC,CVVCVVCV,2,8
121699,roulure,RulyR,NOM,1,0.86,0.71,0.88,0.68,CVCVC,CVVCVCV,2,7
121715,roupettes,RupEt,NOM,1,0.56,0.56,0.2,0.2,CVCVC,CVVCVCCVC,2,9
121808,routard,RutaR,NOM,1,0.32,0.26,0.07,0.0,CVCVC,CVVCVCC,2,7
122038,rumba,Rumba,NOM,1,0.68,0.68,0.68,0.61,CVCCV,CVCCV,2,5
122070,running,RyniG,NOM,1,0.66,0.66,0.0,0.0,CVCVC,CVCCVCC,2,7
122143,rustaud,Rysto,NOM,1,0.39,0.33,0.2,0.14,CVCCV,CVCCVVC,2,7
122180,rythmé,Ritme,ADJ,1,0.91,0.3,1.96,0.68,CVCCV,CVCCCV,2,6
122216,sablé,sable,ADJ,1,0.4,0.14,0.68,0.14,CVCCV,CVCCV,2,5
122485,safran,safR@,NOM,1,0.38,0.38,1.89,1.89,CVCCV,CVCCVC,2,6
122673,salace,salas,ADJ,1,0.55,0.33,1.28,0.47,CVCVC,CVCVCV,2,6
122857,salsa,salsa,NOM,1,1.43,1.43,0.14,0.14,CVCCV,CVCCV,2,5
123159,saphir,safiR,NOM,1,0.64,0.34,1.96,1.22,CVCVC,CVCCVC,2,6
123263,sasseur,sas9R,NOM,1,0.54,0.54,0.0,0.0,CVCVC,CVCCVVC,2,7
123301,satire,satiR,NOM,1,0.35,0.27,0.47,0.41,CVCVC,CVCVCV,2,6
123427,saumure,somyR,NOM,1,0.42,0.42,1.76,1.76,CVCVC,CVVCVCV,2,7
123525,sauteur,sot9R,NOM,1,1.12,0.66,1.89,0.61,CVCVC,CVVCVVC,2,7
123734,saxon,saks§,ADJ,1,0.39,0.19,0.81,0.27,CVCCV,CVCVC,2,5
123742,saxo,sakso,NOM,1,0.73,0.72,1.01,0.81,CVCCV,CVCV,2,4
123913,scénar,senaR,NOM,1,0.51,0.46,0.34,0.34,CVCVC,CCVCVC,2,6
123948,schilling,SiliG,NOM,1,1.42,0.13,0.0,0.0,CVCVC,CCCVCCVCC,2,9
124597,segment,sEgm@,NOM,1,0.69,0.36,1.42,0.88,CVCCV,CVCCVCC,2,7
124717,sellette,sElEt,NOM,1,0.36,0.36,0.88,0.88,CVCVC,CVCCVCCV,2,8
124724,selva,sElva,NOM,1,0.44,0.44,0.0,0.0,CVCCV,CVCCV,2,5
124847,sémite,semit,NOM,1,0.36,0.12,0.34,0.2,CVCVC,CVCVCV,2,6
124901,sensas,s@sas,ADJ,1,0.44,0.44,0.0,0.0,CVCVC,CVCCVC,2,6
124919,senseur,s@s9R,NOM,1,0.42,0.04,0.07,0.07,CVCVC,CVCCVVC,2,7
125394,servant,sERv@,ADJ,1,1.09,0.83,1.15,0.88,CVCCV,CVCCVCC,2,7
125462,sésame,sezam,NOM,1,1.26,1.26,1.35,1.35,CVCVC,CVCVCV,2,6
125592,shaman,Saman,NOM,1,0.92,0.81,0.07,0.07,CVCVC,CCVCVC,2,6
125642,shogun,Sogun,NOM,1,0.32,0.32,0.0,0.0,CVCVC,CCVCVC,2,6
125696,sibylle,sibil,NOM,1,0.37,0.34,0.61,0.34,CVCVC,CVCVCCV,2,7
126061,simplet,s5plE,ADJ,1,0.44,0.38,1.35,0.34,CVCCV,CVCCCVC,2,7
126062,simplet,s5plE,NOM,1,0.78,0.63,0.34,0.2,CVCCV,CVCCCVC,2,7
126218,sinus,sinys,NOM,1,1.3,1.3,1.01,1.01,CVCVC,CVCVC,2,5
126495,soccer,sOs9R,NOM,1,0.64,0.64,0.0,0.0,CVCVC,CVCCVC,2,6
126990,sonar,sonaR,NOM,1,1.71,1.54,0.07,0.07,CVCVC,CVCVC,2,5
127060,sonique,sonik,ADJ,1,0.45,0.35,0.07,0.07,CVCVC,CVCVCVV,2,7
127103,sonneur,son9R,NOM,1,1.34,1.31,0.61,0.34,CVCVC,CVCCVVC,2,7
127157,sorbet,sORbE,NOM,1,0.55,0.37,1.55,0.81,CVCCV,CVCCVC,2,6
127193,sortant,sORt@,ADJ,1,1.17,0.79,1.49,1.28,CVCCV,CVCCVCC,2,7
127326,soudeur,sud9R,NOM,1,1.42,1.29,0.27,0.2,CVCVC,CVVCVVC,2,7
127340,soudure,sudyR,NOM,1,1.35,1.09,1.08,0.95,CVCVC,CVVCVCV,2,7
127382,soufflé,sufle,NOM,1,1.33,0.86,1.22,1.22,CVCCV,CVVCCCV,2,7
127555,soûlard,sulaR,NOM,1,1.19,0.82,0.14,0.14,CVCVC,CVVCVCC,2,7
127674,soupape,supap,NOM,1,0.92,0.39,1.28,0.61,CVCVC,CVVCVCV,2,7
129736,succube,sykyb,NOM,1,0.46,0.39,0.34,0.27,CVCVC,CVCCVCV,2,7
129762,suceur,sys9R,ADJ,1,1.06,0.66,0.95,0.14,CVCVC,CVCVVC,2,6
129799,sucré,sykRe,NOM,1,0.67,0.67,0.88,0.74,CVCCV,CVCCV,2,5
130160,summum,s9mOm,NOM,1,0.56,0.56,0.47,0.47,CVCVC,CVCCVC,2,6
130735,surfait,syRfE,ADJ,1,0.46,0.38,0.34,0.14,CVCCV,CVCCVVC,2,7
130793,surhomme,syROm,NOM,1,1.11,0.86,1.08,0.81,CVCVC,CVCCVCCV,2,8
131257,susdit,sysdi,NOM,1,0.31,0.11,0.07,0.07,CVCCV,CVCCVC,2,6
131526,synchro,s5kRo,ADJ,1,1.97,1.93,0.14,0.14,CVCCV,CVCCCCV,2,7
131536,syncope,s5kOp,NOM,1,0.76,0.73,1.76,1.35,CVCVC,CVCCVCV,2,7
131557,syndic,s5dik,NOM,1,0.61,0.48,1.08,0.95,CVCVC,CVCCVC,2,6
131595,synthèse,s5tEz,NOM,1,1.63,1.62,1.96,1.82,CVCVC,CVCCCVCV,2,8
131694,tabler,table,VER,1,0.95,0.04,1.62,0.54,CVCCV,CVCCVC,2,6
131980,talkie,tOlki,NOM,1,0.32,0.17,0.0,0.0,CVCCV,CVCCVV,2,6
132127,tangente,t@Z@t,NOM,1,0.35,0.35,1.15,0.88,CVCVC,CVCCVCCV,2,8
132155,tanker,t@k9R,NOM,1,0.78,0.49,0.07,0.07,CVCVC,CVCCVC,2,6
132185,tanneur,tan9R,NOM,1,0.31,0.31,1.15,0.27,CVCVC,CVCCVVC,2,7
132195,tantine,t@tin,NOM,1,1.08,1.08,0.2,0.14,CVCVC,CVCCVCV,2,7
132200,tantouse,t@tuz,NOM,1,0.69,0.63,0.74,0.14,CVCVC,CVCCVVCV,2,8
132202,tantouze,t@tuz,NOM,1,1.14,0.85,0.27,0.14,CVCVC,CVCCVVCV,2,8
132524,tarpé,taRpe,NOM,1,0.32,0.32,0.07,0.07,CVCCV,CVCCV,2,5
132532,tartan,taRt@,NOM,1,0.51,0.07,0.27,0.2,CVCCV,CVCCVC,2,6
132844,techno,tEkno,ADJ,1,0.52,0.52,0.0,0.0,CVCCV,CVCCCV,2,6
132845,techno,tEkno,NOM,1,0.51,0.51,0.0,0.0,CVCCV,CVCCCV,2,6
133240,tempo,tEmpo,NOM,1,1.44,1.38,1.35,1.22,CVCCV,CVCCV,2,5
133286,tender,t@d9R,NOM,1,0.36,0.36,0.95,0.88,CVCVC,CVCCVC,2,6
133319,tendron,t@dR§,NOM,1,0.35,0.05,0.61,0.34,CVCCV,CVCCCVC,2,7
133744,têtard,tEtaR,NOM,1,0.86,0.68,1.89,0.34,CVCVC,CVCVCC,2,6
133773,tétine,tetin,NOM,1,0.81,0.43,1.15,0.68,CVCVC,CVCVCV,2,6
133818,texan,tEks@,ADJ,1,0.79,0.46,0.61,0.07,CVCCV,CVCVC,2,5
133819,texan,tEks@,NOM,1,0.95,0.47,0.61,0.41,CVCCV,CVCVC,2,5
134158,timbrer,t5bRe,VER,1,1.38,0.05,1.22,0.0,CVCCV,CVCCCVC,2,7
134403,tisseur,tis9R,NOM,1,0.44,0.0,0.47,0.34,CVCVC,CVCCVVC,2,7
134420,titane,titan,NOM,1,1.69,1.69,0.2,0.2,CVCVC,CVCVCV,2,6
134449,titrer,titRe,VER,1,1.75,0.03,1.08,0.34,CVCCV,CVCCVC,2,6
134454,titré,titRe,ADJ,1,0.46,0.28,0.61,0.2,CVCCV,CVCCV,2,5
134501,tocard,tokaR,ADJ,1,0.39,0.26,1.15,0.61,CVCVC,CVCVCC,2,6
134502,tocard,tokaR,NOM,1,1.27,0.94,1.08,0.74,CVCVC,CVCVCC,2,6
134505,tocsin,tOks5,NOM,1,0.48,0.48,1.42,1.28,CVCCV,CVCCVC,2,6
134734,tonique,tonik,ADJ,1,0.4,0.35,1.82,1.55,CVCVC,CVCVCVV,2,7
134735,tonique,tonik,NOM,1,0.35,0.33,0.34,0.27,CVCVC,CVCVCVV,2,7
134790,tonsure,t§syR,NOM,1,0.85,0.85,0.88,0.81,CVCVC,CVCCVCV,2,7
134796,tonus,tonys,NOM,1,0.34,0.34,0.61,0.61,CVCVC,CVCVC,2,5
134800,topaze,topaz,NOM,1,0.37,0.36,0.88,0.81,CVCVC,CVCVCV,2,6
134896,tordant,tORd@,ADJ,1,1.65,1.25,0.88,0.61,CVCCV,CVCCVCC,2,7
135084,tortu,tORty,ADJ,1,0.69,0.0,0.68,0.07,CVCCV,CVCCV,2,5
135091,toscan,tOsk@,ADJ,1,0.46,0.21,1.22,0.41,CVCCV,CVCCVC,2,6
135122,totem,totEm,NOM,1,1.42,1.27,1.35,0.81,CVCVC,CVCVC,2,5
135405,tournis,tuRni,NOM,1,0.58,0.58,1.62,1.62,CVCCV,CVVCCVC,2,7
135497,toutim,tutim,NOM,1,0.31,0.31,0.88,0.88,CVCVC,CVVCVC,2,6
138189,turbo,tyRbo,NOM,1,1.19,1.03,0.54,0.54,CVCCV,CVCCV,2,5
138200,turco,tyRko,NOM,1,0.61,0.61,0.07,0.0,CVCCV,CVCCV,2,5
138351,typhus,tifys,NOM,1,1.74,1.74,1.76,1.76,CVCVC,CVCCVC,2,6
139005,vagal,vagal,ADJ,1,0.41,0.41,0.0,0.0,CVCVC,CVCVC,2,5
139245,vandale,v@dal,NOM,1,1.14,0.33,0.88,0.47,CVCVC,CVCCVCV,2,7
139302,vantard,v@taR,ADJ,1,0.34,0.29,0.74,0.27,CVCVC,CVCCVCC,2,7
139303,vantard,v@taR,NOM,1,1.6,1.06,0.14,0.07,CVCVC,CVCCVCC,2,7
139400,varice,vaRis,NOM,1,0.67,0.01,1.76,0.0,CVCVC,CVCVCV,2,6
139673,veinard,vEnaR,ADJ,1,1.75,1.28,1.22,0.81,CVCVC,CVVCVCC,2,7
139762,vénal,venal,ADJ,1,0.54,0.45,1.76,0.81,CVCVC,CVCVC,2,5
139915,vengeur,v@Z9R,NOM,1,1.27,1.15,1.08,0.68,CVCVC,CVCCVVC,2,7
140015,vénus,venys,NOM,1,0.56,0.56,0.41,0.41,CVCVC,CVCVC,2,5
140337,versé,vERse,ADJ,1,1.02,0.96,1.62,1.15,CVCCV,CVCCV,2,5
140354,verso,vERso,NOM,1,0.62,0.61,1.96,1.82,CVCCV,CVCCV,2,5
