,ortho,phon,cgram,islem,freqlemfilms2,freqfilms2,freqlemlivres,freqlivres,p_cvcv,cvcv,nbsyll,nblettres
98255,past,past,NOM,1,0.58,0.58,0.0,0.0,CVCC,CVCC,1,4
98298,patch,patS,NOM,1,1.11,0.88,0.14,0.07,CVCC,CVCCC,1,5
98948,pègre,pEgR,NOM,1,1.34,1.34,1.42,1.42,CVCC,CVCCV,1,5
99205,pence,pEns,NOM,1,1.71,1.71,0.14,0.14,CVCC,CVCCV,1,5
99296,pendre,p@dR,VER,1,42.99,12.4,58.04,8.51,CVCC,CVCCCV,1,6
99622,perche,pERS,NOM,1,6.11,5.67,7.43,4.93,CVCC,CVCCCV,1,6
99956,perle,pERl,NOM,1,10.57,4.13,23.85,7.3,CVCC,CVCCV,1,5
99996,perme,pERm,NOM,1,0.58,0.57,1.42,1.22,CVCC,CVCCV,1,5
100039,perm,pERm,NOM,1,1.38,1.38,1.01,1.01,CVCC,CVCC,1,4
100177,perse,pERs,ADJ,1,0.92,0.48,0.74,0.47,CVCC,CVCCV,1,5
101741,pingre,p5gR,ADJ,1,0.58,0.56,0.74,0.54,CVCC,CVCCCV,1,6
101746,pink,pink,NOM,1,1.0,1.0,0.34,0.34,CVCC,CVCC,1,4
102127,pitre,pitR,NOM,1,1.7,1.55,1.96,1.69,CVCC,CVCCV,1,5
102340,plaine,plEn,ADJ,1,0.71,0.41,2.23,1.42,CCVC,CCVVCV,1,6
102434,planche,pl@S,NOM,1,13.37,10.01,41.55,14.53,CCVC,CCVCCCV,1,7
102510,planque,pl@k,NOM,1,9.1,8.21,7.3,6.42,CCVC,CCVCCVV,1,7
102550,plante,pl@t,NOM,1,21.86,9.0,35.0,11.49,CCVC,CCVCCV,1,6
102673,plate,plat,NOM,1,0.54,0.52,0.54,0.41,CCVC,CCVCV,1,5
102742,please,pliz,ADV,1,3.18,3.18,0.88,0.88,CCVC,CCVVCV,1,6
102751,plèbe,plEb,NOM,1,0.7,0.7,0.41,0.41,CCVC,CCVCV,1,5
102884,pleur,pl9R,NOM,1,9.52,0.2,12.5,0.81,CCVC,CCVVC,1,5
102986,ploc,plOk,ONO,1,0.65,0.65,0.61,0.61,CCVC,CCVC,1,4
103004,plombe,pl§b,NOM,1,1.0,0.45,7.09,1.55,CCVC,CCVCCV,1,6
103043,plonge,pl§Z,NOM,1,2.29,2.29,4.66,4.66,CCVC,CCVCCV,1,6
103068,plouc,pluk,ADJ,1,1.18,0.94,0.61,0.47,CCVC,CCVVC,1,5
103069,plouc,pluk,NOM,1,3.9,2.35,1.82,0.47,CCVC,CCVVC,1,5
103072,plouf,pluf,ONO,1,1.31,1.31,1.55,1.55,CCVC,CCVVC,1,5
103996,pondre,p§dR,VER,1,5.41,1.64,6.82,1.69,CVCC,CVCCCV,1,6
104558,post,pOst,ADV,1,0.69,0.69,0.41,0.41,CVCC,CVCC,1,4
104797,poulpe,pulp,NOM,1,1.77,1.48,3.11,1.22,CVCC,CVVCCV,1,6
105082,poutre,putR,NOM,1,2.04,1.38,15.74,5.34,CVCC,CVVCCV,1,6
106493,prime,pRim,ADJ,1,2.37,1.56,3.78,3.58,CCVC,CCVCV,1,5
106494,prime,pRim,NOM,1,17.79,10.63,8.11,7.09,CCVC,CCVCV,1,5
106775,proche,pROS,NOM,1,11.31,3.75,15.41,10.27,CCVC,CCVCCV,1,6
107690,prose,pRoz,NOM,1,0.81,0.81,3.31,3.31,CCVC,CCVCV,1,5
108086,prude,pRyd,ADJ,1,0.52,0.5,0.81,0.61,CCVC,CCVCV,1,5
108087,prude,pRyd,NOM,1,0.51,0.31,0.47,0.34,CCVC,CCVCV,1,5
108103,prune,pRyn,NOM,1,2.94,1.07,5.68,1.55,CCVC,CCVCV,1,5
108137,psaume,psom,NOM,1,1.73,0.83,4.39,1.96,CCVC,CCVVCV,1,6
108459,pulpe,pylp,NOM,1,0.72,0.62,2.36,2.16,CVCC,CVCCV,1,5
108464,pulque,pylk,NOM,1,0.6,0.6,0.0,0.0,CVCC,CVCCVV,1,6
108600,purge,pyRZ,NOM,1,1.34,0.5,1.89,1.35,CVCC,CVCCV,1,5
108722,putsch,putS,NOM,1,1.46,1.46,1.55,1.55,CVCC,CVCCCC,1,6
110040,rafle,Rafl,NOM,1,1.23,0.78,3.11,1.96,CVCC,CVCCV,1,5
110698,ranch,R@nS,NOM,1,7.21,6.95,0.61,0.61,CVCC,CVCCC,1,5
111048,rapt,Rapt,NOM,1,1.31,1.13,1.62,1.62,CVCC,CVCC,1,4
120248,rex,REks,NOM,1,10.57,10.57,1.28,1.28,CVCC,CVC,1,3
120864,rixe,Riks,NOM,1,0.84,0.8,2.16,1.28,CVCC,CVCV,1,4
121494,rouble,Rubl,NOM,1,7.88,1.22,0.68,0.14,CVCC,CVVCCV,1,6
121711,round,Rund,NOM,1,7.59,5.75,2.84,2.3,CVCC,CVVCC,1,5
122218,sable,sabl,ADJ,1,0.53,0.53,2.16,2.16,CVCC,CVCCV,1,5
122291,sabre,sabR,NOM,1,6.95,5.44,17.03,13.85,CVCC,CVCCV,1,5
122390,sacre,sakR,NOM,1,0.75,0.73,0.74,0.61,CVCC,CVCCV,1,5
122919,salve,salv,NOM,1,1.69,1.29,7.43,4.53,CVCC,CVCCV,1,5
123017,sangle,s@gl,NOM,1,1.68,1.08,3.78,1.55,CVCC,CVCCCV,1,6
123748,sbire,sbiR,NOM,1,1.35,0.43,1.62,0.07,CCVC,CCVCV,1,5
123985,schnock,SnOk,NOM,1,1.06,0.93,0.81,0.81,CCVC,CCCCVCC,1,7
124126,scoop,skup,NOM,1,5.29,5.12,1.22,1.08,CCVC,CCVVC,1,5
124136,score,skOR,NOM,1,5.92,5.29,0.74,0.61,CCVC,CCVCV,1,5
124161,scout,skut,ADJ,1,1.94,1.63,2.5,1.62,CCVC,CCVVC,1,5
124162,scout,skut,NOM,1,3.73,1.21,2.09,0.95,CCVC,CCVVC,1,5
124474,secte,sEkt,NOM,1,5.02,4.15,4.19,3.11,CVCC,CVCCV,1,5
124608,seigle,sEgl,NOM,1,0.69,0.69,2.36,2.09,CVCC,CVVCCV,1,6
124701,self,sElf,NOM,1,0.67,0.67,0.34,0.27,CVCC,CVCC,1,4
125167,serbe,sERb,ADJ,1,3.48,2.44,0.88,0.54,CVCC,CVCCV,1,5
125168,serbe,sERb,NOM,1,2.85,0.54,0.95,0.2,CVCC,CVCCV,1,5
125200,serge,sERZ,NOM,1,1.1,1.1,2.64,2.5,CVCC,CVCCV,1,5
125667,short,SORt,NOM,1,4.42,3.79,8.24,6.55,CVCC,CCVCC,1,5
125851,sigle,sigl,NOM,1,0.7,0.56,1.62,1.01,CVCC,CVCCV,1,5
126057,simple,s5pl,NOM,1,10.67,8.49,11.15,7.43,CVCC,CVCCCV,1,6
126375,skin,skin,NOM,1,0.93,0.44,0.14,0.14,CCVC,CCVC,1,4
126379,skip,skip,NOM,1,2.27,2.27,0.14,0.14,CCVC,CCVC,1,4
126404,slip,slip,NOM,1,11.35,9.29,12.77,10.07,CCVC,CCVC,1,4
126440,snack,snak,NOM,1,1.21,1.06,0.95,0.74,CCVC,CCVCC,1,5
126482,snob,snOb,ADJ,1,1.75,1.61,3.31,2.64,CCVC,CCVC,1,4
126483,snob,snOb,NOM,1,1.35,0.96,1.82,1.15,CCVC,CCVC,1,4
126490,sobre,sObR,ADJ,1,6.18,5.8,4.66,3.24,CVCC,CVCCV,1,5
126555,socle,sOkl,NOM,1,0.72,0.7,8.45,7.91,CVCC,CVCCV,1,5
126590,soft,sOft,ADJ,1,0.79,0.79,0.2,0.2,CVCC,CVCC,1,4
126727,solde,sOld,NOM,1,6.76,5.09,9.05,6.89,CVCC,CVCCV,1,5
127455,soufre,sufR,NOM,1,2.37,2.37,4.53,4.53,CVCC,CVVCCV,1,6
128418,speed,spid,NOM,1,3.45,3.45,1.49,1.49,CCVC,CCVVC,1,5
128444,sphère,sfER,NOM,1,3.9,2.48,9.19,5.74,CCVC,CCCVCV,1,6
128566,spore,spOR,NOM,1,0.91,0.01,0.14,0.0,CCVC,CCVCV,1,5
128583,spot,spOt,NOM,1,3.5,2.5,1.49,0.47,CCVC,CCVC,1,4
128683,stade,stad,NOM,1,15.14,14.34,14.8,13.18,CCVC,CCVCV,1,5
128686,staff,staf,NOM,1,1.39,1.36,0.54,0.47,CCVC,CCVCC,1,5
128688,stage,staZ,NOM,1,6.16,4.87,5.54,4.8,CCVC,CCVCV,1,5
128745,stand,st@d,NOM,1,7.02,5.66,3.72,2.64,CCVC,CCVCC,1,5
128760,stase,staz,NOM,1,1.23,1.23,0.07,0.07,CCVC,CCVCV,1,5
128838,steak,stEk,NOM,1,10.76,8.15,2.57,1.69,CCVC,CCVVC,1,5
128879,steppe,stEp,NOM,1,2.78,1.57,18.65,12.97,CCVC,CCVCCV,1,6
128945,stick,stik,NOM,1,0.78,0.54,0.95,0.95,CCVC,CCVCC,1,5
129025,stock,stOk,NOM,1,5.66,4.23,7.91,4.8,CCVC,CCVCC,1,5
129045,stone,ston,ADJ,1,2.06,1.11,2.16,0.34,CCVC,CCVCV,1,5
129076,store,stOR,NOM,1,3.59,1.35,7.09,4.12,CCVC,CCVCV,1,5
129181,strie,stRi,NOM,1,0.73,0.05,1.82,0.07,CCCV,CCCVV,1,5
130753,surf,s9Rf,NOM,1,5.57,5.57,0.34,0.34,CVCC,CVCC,1,4
131826,tact,takt,NOM,1,2.68,2.68,4.8,4.8,CVCC,CVCC,1,4
131957,talc,talk,NOM,1,1.4,1.4,1.49,1.49,CVCC,CVCC,1,4
132546,tarte,taRt,ADJ,1,1.29,1.11,3.04,2.23,CVCC,CVCCV,1,5
132547,tarte,taRt,NOM,1,13.04,10.41,10.34,8.31,CVCC,CVCCV,1,5
132763,taxe,taks,NOM,1,4.34,1.86,1.82,1.15,CVCC,CVCV,1,4
132805,tchèque,tSEk,ADJ,1,2.0,1.83,1.55,0.68,CCVC,CCCVCVV,1,7
132806,tchèque,tSEk,NOM,1,0.81,0.48,1.42,0.74,CCVC,CCCVCVV,1,7
132881,teindre,t5dR,VER,1,3.71,1.28,4.32,1.22,CVCC,CVVCCCV,1,7
133208,temple,t@pl,NOM,1,15.69,14.36,20.2,13.72,CVCC,CVCCCV,1,6
133314,tendre,t@dR,NOM,1,2.33,2.05,5.2,4.59,CVCC,CVCCCV,1,6
133512,terne,tERn,ADJ,1,2.0,1.36,16.15,9.73,CVCC,CVCCV,1,5
133820,tex,tEks,NOM,1,1.7,1.7,0.14,0.14,CVCC,CVC,1,3
133934,thermes,tERm,NOM,1,0.55,0.55,0.41,0.41,CVCC,CCVCCVC,1,7
134131,tigre,tigR,NOM,1,15.19,11.14,8.65,4.86,CVCC,CVCCV,1,5
134145,tilt,tilt,NOM,1,1.11,1.11,1.55,1.49,CVCC,CVCC,1,4
134165,timbre,t5bR,NOM,1,7.86,1.82,20.81,13.18,CVCC,CVCCCV,1,6
134492,toast,tost,NOM,1,16.3,13.73,4.39,1.96,CVCC,CVVCC,1,5
134705,tondre,t§dR,VER,1,2.77,1.38,4.26,1.01,CVCC,CVCCCV,1,6
134880,torche,tORS,NOM,1,8.09,6.71,11.96,7.16,CVCC,CVCCCV,1,6
135381,tourne,tuRn,NOM,1,3.28,3.05,0.54,0.54,CVCC,CVVCCV,1,6
135439,tourte,tuRt,NOM,1,1.15,1.03,0.74,0.54,CVCC,CVVCCV,1,6
135627,trac,tRak,NOM,1,5.17,4.91,8.38,8.24,CCVC,CCVC,1,4
135825,traîne,tREn,NOM,1,2.25,2.25,4.86,4.46,CCVC,CCVVCV,1,6
135844,traire,tRER,VER,1,3.69,1.8,4.59,1.82,CCVC,CCVVCV,1,6
135888,traite,tREt,NOM,1,4.99,1.54,6.22,4.39,CCVC,CCVVCV,1,6
135932,trame,tRam,NOM,1,0.75,0.43,5.41,5.27,CCVC,CCVCV,1,5
135940,tram,tRam,NOM,1,5.73,5.51,2.3,1.69,CCVC,CCVC,1,4
135983,tranche,tR@S,NOM,1,6.95,5.28,21.82,11.08,CCVC,CCVCCCV,1,7
136096,transe,tR@s,NOM,1,2.49,2.41,5.14,3.51,CCVC,CCVCCV,1,6
136492,trappe,tRap,NOM,1,5.18,4.86,6.49,5.41,CCVC,CCVCCV,1,6
136524,traque,tRak,NOM,1,0.73,0.73,0.68,0.61,CCVC,CCVCVV,1,6
136838,trempe,tR@p,NOM,1,2.26,2.13,3.31,2.7,CCVC,CCVCCV,1,6
136877,trente,tR@t,NOM,1,0.79,0.79,5.07,5.07,CCVC,CCVCCV,1,6
136984,tresse,tREs,NOM,1,1.83,0.77,4.73,1.08,CCVC,CCVCCV,1,6
136995,trêve,tREv,NOM,1,6.69,6.68,11.42,11.15,CCVC,CCVCV,1,5
137068,triche,tRiS,NOM,1,1.91,1.91,0.47,0.41,CCVC,CCVCCV,1,6
137347,tripe,tRip,NOM,1,8.75,0.36,13.58,1.42,CCVC,CCVCV,1,5
137418,trip,tRip,NOM,1,4.62,4.37,1.22,1.22,CCVC,CCVC,1,4
137426,trique,tRik,NOM,1,2.73,2.69,4.46,4.05,CCVC,CCVCVV,1,6
137498,troc,tROk,NOM,1,1.08,1.08,2.03,1.76,CCVC,CCVC,1,4
137530,troll,tROl,NOM,1,2.07,0.96,0.27,0.2,CCVC,CCVCC,1,5
137532,trombe,tR§b,NOM,1,0.82,0.61,9.32,7.23,CCVC,CCVCCV,1,6
137577,trompe,tR§p,NOM,1,3.67,2.74,7.64,5.0,CCVC,CCVCCV,1,6
137625,trône,tRon,NOM,1,14.32,13.99,12.03,11.49,CCVC,CCVCV,1,5
137697,trotte,tROt,NOM,1,0.69,0.69,0.81,0.68,CCVC,CCVCCV,1,6
137833,trousse,tRus,NOM,1,8.79,3.77,8.92,4.59,CCVC,CCVVCCV,1,7
137937,truffe,tRyf,NOM,1,2.65,0.82,4.73,3.38,CCVC,CCVCCV,1,6
138000,tsar,tsaR,NOM,1,14.3,11.65,8.85,6.82,CCVC,CCVC,1,4
138203,turc,tyRk,ADJ,1,4.25,2.12,10.54,4.26,CVCC,CVCC,1,4
138204,turc,tyRk,NOM,1,1.75,0.96,3.92,1.49,CVCC,CVCC,1,4
138245,turne,tyRn,NOM,1,0.56,0.56,1.96,1.76,CVCC,CVCCV,1,5
139057,vaincre,v5kR,VER,1,27.84,13.71,25.68,13.31,CVCC,CVVCCCV,1,7
139210,valse,vals,NOM,1,5.55,5.45,9.32,7.91,CVCC,CVCCV,1,5
139223,valve,valv,NOM,1,2.63,1.6,1.01,0.47,CVCC,CVCCV,1,5
140046,verbe,vERb,NOM,1,2.02,1.66,9.93,8.38,CVCC,CVCCV,1,5
140098,verge,vERZ,NOM,1,0.81,0.69,5.41,3.65,CVCC,CVCCV,1,5
140339,verse,vERs,NOM,1,1.44,1.42,1.42,1.42,CVCC,CVCCV,1,5
141520,vivre,vivR,NOM,1,12.61,5.24,10.34,3.45,CVCC,CVCCV,1,5
141817,volte,vOlt,NOM,1,0.67,0.67,1.35,0.74,CVCC,CVCCV,1,5
141834,volt,vOlt,NOM,1,2.0,0.4,0.27,0.0,CVCC,CVCC,1,4
141944,vôtres,votR,PRO:pos,1,12.14,12.14,4.39,4.39,CVCC,CVCCVC,1,6
141946,vôtre,votR,ADJ:pos,1,1.61,1.61,0.95,0.95,CVCC,CVCCV,1,5
142124,vrac,vRak,NOM,1,1.17,1.17,5.2,5.2,CCVC,CCVC,1,4
142479,zèbre,zEbR,NOM,1,3.8,2.65,5.14,3.04,CVCC,CVCCV,1,5
142517,zeste,zEst,NOM,1,0.7,0.69,0.88,0.74,CVCC,CVCCV,1,5
